order_id,customer_id,product_id,product_name,product_category,price,quantity,order_date,delivery_date,status,payment_type,country
453,1089,P102,Desk,Accessories,374,1,2023-08-22 00:42:57,2023-08-24 00:42:57,Cancelled,Cash,UK
454,1098,P109,Keyboard,Furniture,1179,2,2023-11-29 12:41:47,2023-12-12 12:41:47,Shipped,Credit Card,France
455,1042,P108,Phone,Accessories,180,5,2023-06-06 04:45:01,2023-06-21 04:45:01,Shipped,Debit Card,USA
456,1033,P101,Camera,Electronics,1032,2,2023-01-04 07:44:40,2023-01-17 07:44:40,Cancelled,Cash,Germany
457,1032,P107,Camera,Accessories,1318,5,2023-12-10 08:47:47,2023-12-25 08:47:47,Pending,PayPal,UK
458,1019,P109,Keyboard,Accessories,420,3,2023-02-10 02:09:38,2023-02-12 02:09:38,Shipped,PayPal,France
459,1033,P104,Mouse,Furniture,1771,2,2023-07-11 10:50:38,2023-07-13 10:50:38,Cancelled,Debit Card,USA
460,1089,P110,Phone,Furniture,1706,4,2023-10-08 16:57:12,2023-10-15 16:57:12,Cancelled,PayPal,Australia
461,1097,P103,Chair,Furniture,884,4,2023-07-25 00:27:15,2023-08-04 00:27:15,Shipped,Debit Card,Canada
462,1096,P102,Keyboard,Accessories,703,4,2023-06-27 03:41:46,2023-07-08 03:41:46,Pending,PayPal,France
463,1041,P103,Chair,Electronics,745,5,2023-10-28 00:12:24,2023-11-06 00:12:24,Cancelled,Debit Card,USA
464,1008,P101,Headphones,Accessories,1647,4,2023-04-15 08:29:28,2023-04-28 08:29:28,Shipped,Cash,USA
465,1028,P101,Camera,Accessories,747,1,2023-04-15 01:42:46,2023-04-17 01:42:46,Shipped,PayPal,USA
466,1060,P109,Headphones,Electronics,1255,4,2023-10-23 02:39:44,2023-10-25 02:39:44,Shipped,Debit Card,France
467,1019,P102,Monitor,Furniture,1553,2,2023-01-13 09:10:01,2023-01-25 09:10:01,Cancelled,Debit Card,Canada
468,1097,P105,Camera,Furniture,350,2,2023-03-19 18:43:47,2023-03-22 18:43:47,Returned,Cash,Australia
469,1011,P102,Keyboard,Accessories,42,2,2023-03-14 04:39:31,2023-03-26 04:39:31,Shipped,Cash,Australia
470,1013,P103,Laptop,Electronics,296,5,2023-06-20 19:45:38,2023-06-26 19:45:38,Pending,PayPal,Germany
471,1036,P101,Headphones,Accessories,1032,4,2023-02-06 11:49:30,2023-02-15 11:49:30,Pending,Cash,Germany
472,1062,P110,Camera,Electronics,740,5,2023-03-21 03:03:24,2023-04-05 03:03:24,Shipped,Cash,UK
473,1058,P110,Phone,Accessories,513,2,2023-03-24 23:34:59,2023-04-05 23:34:59,Cancelled,PayPal,Germany
474,1045,P110,Headphones,Furniture,1782,5,2023-09-25 14:11:18,2023-10-10 14:11:18,Shipped,Credit Card,Germany
475,1002,P106,Desk,Electronics,1251,1,2023-07-01 08:13:20,2023-07-06 08:13:20,Shipped,Cash,France
476,1096,P107,Monitor,Furniture,1567,5,2023-04-24 13:08:25,2023-05-03 13:08:25,Returned,Debit Card,Australia
477,1073,P107,Laptop,Furniture,1666,5,2023-07-17 02:12:49,2023-07-25 02:12:49,Pending,Cash,Canada
478,1091,P106,Laptop,Accessories,141,3,2023-06-10 19:59:45,2023-06-25 19:59:45,Pending,Cash,France
479,1076,P103,Desk,Accessories,1893,4,2023-04-25 15:12:10,2023-05-05 15:12:10,Cancelled,Credit Card,France
480,1080,P101,Headphones,Electronics,1243,2,2023-02-15 00:30:29,2023-02-23 00:30:29,Shipped,Cash,France
481,1025,P106,Chair,Electronics,401,1,2023-04-03 18:36:56,2023-04-11 18:36:56,Shipped,Cash,Canada
482,1060,P109,Monitor,Accessories,1998,1,2023-05-31 14:08:52,2023-06-12 14:08:52,Pending,Debit Card,UK
483,1034,P108,Headphones,Electronics,475,1,2023-08-01 15:53:23,2023-08-12 15:53:23,Returned,Cash,USA
484,1072,P104,Chair,Furniture,869,3,2023-06-10 21:14:08,2023-06-25 21:14:08,Cancelled,Cash,Canada
485,1087,P106,Keyboard,Electronics,374,3,2023-01-09 02:05:41,2023-01-18 02:05:41,Returned,Credit Card,Canada
486,1092,P102,Desk,Furniture,35,1,2023-03-26 04:23:36,2023-04-01 04:23:36,Shipped,PayPal,USA
487,1008,P108,Keyboard,Electronics,1095,3,2023-07-18 04:23:36,2023-07-22 04:23:36,Returned,PayPal,Germany
488,1020,P101,Monitor,Furniture,689,4,2023-08-19 18:36:43,2023-08-27 18:36:43,Pending,Cash,USA
489,1014,P106,Phone,Furniture,1244,4,2023-09-10 11:37:36,2023-09-23 11:37:36,Pending,Cash,Australia
490,1083,P105,Chair,Furniture,1245,4,2023-06-20 03:52:19,2023-06-24 03:52:19,Cancelled,Credit Card,Australia
491,1049,P107,Monitor,Accessories,1647,4,2023-04-28 07:56:16,2023-05-01 07:56:16,Shipped,PayPal,Canada
492,1057,P104,Monitor,Accessories,58,2,2023-04-18 20:47:49,2023-05-01 20:47:49,Cancelled,Debit Card,Australia
493,1031,P102,Camera,Accessories,306,2,2023-03-18 17:34:31,2023-03-20 17:34:31,Shipped,PayPal,Australia
494,1081,P103,Phone,Accessories,999,4,2023-05-07 17:04:11,2023-05-19 17:04:11,Cancelled,Cash,Germany
495,1050,P104,Headphones,Electronics,1754,1,2023-03-19 16:20:02,2023-03-23 16:20:02,Pending,Debit Card,Australia
496,1088,P102,Keyboard,Accessories,1995,1,2023-06-28 16:24:51,2023-07-01 16:24:51,Returned,Debit Card,Australia
497,1046,P103,Desk,Accessories,594,5,2023-03-09 14:17:00,2023-03-15 14:17:00,Cancelled,Debit Card,UK
498,1095,P109,Phone,Electronics,914,5,2023-02-20 13:41:42,2023-03-01 13:41:42,Returned,PayPal,Canada
499,1023,P108,Desk,Furniture,1884,5,2023-11-15 08:57:26,2023-11-19 08:57:26,Shipped,Debit Card,France
500,1054,P103,Keyboard,Furniture,1172,4,2023-01-24 04:03:47,2023-02-01 04:03:47,Pending,Cash,Germany
